Date,Adj Close,Volume
,LQD,LQD
2006-01-03,49.65824890136719,676400
2006-01-04,49.65824890136719,66500
2006-01-05,49.699546813964844,63500
2006-01-06,49.62156295776367,112000
2006-01-09,49.6307373046875,60400
2006-01-10,49.497703552246094,94000
2006-01-11,49.41517639160156,150800
2006-01-12,49.57106399536133,127600
2006-01-13,49.71783447265625,77000
2006-01-17,49.71783447265625,138200
2006-01-18,49.7040901184082,80200
2006-01-19,49.694942474365234,97400
2006-01-20,49.7361946105957,111000
2006-01-23,49.85087203979492,580000
2006-01-24,49.74079513549805,92900
2006-01-25,49.46561050415039,100500
2006-01-26,49.39226150512695,75800
2006-01-27,49.46561050415039,107000
2006-01-30,49.28218460083008,113000
2006-01-31,49.17209243774414,1313000
2006-02-01,49.18546676635742,98800
2006-02-02,49.14400863647461,83800
2006-02-03,49.2223014831543,92900
2006-02-06,49.30515670776367,108700
2006-02-07,49.18085861206055,90400
2006-02-08,49.18085861206055,76300
2006-02-09,49.25917434692383,91300
2006-02-10,49.167049407958984,85200
2006-02-13,49.24071502685547,71600
2006-02-14,49.19007110595703,55600
2006-02-15,49.2223014831543,140500
2006-02-16,49.291358947753906,99500
2006-02-17,49.45242691040039,101200
2006-02-21,49.42945861816406,92300
2006-02-22,49.61360168457031,74200
2006-02-23,49.50314712524414,63500
2006-02-24,49.4800910949707,75300
2006-02-27,49.45706558227539,71900
2006-02-28,49.50767517089844,71900
2006-03-01,49.31681823730469,220400
2006-03-02,49.09029769897461,136700
2006-03-03,48.99785614013672,132300
2006-03-06,48.743587493896484,157800
2006-03-07,48.720523834228516,120500
2006-03-08,48.743587493896484,75300
2006-03-09,48.734378814697266,84300
2006-03-10,48.85915756225586,100900
2006-03-13,48.794490814208984,69200
2006-03-14,49.10884094238281,61600
2006-03-15,49.03483581542969,117700
2006-03-16,49.302974700927734,101000
2006-03-17,49.25673294067383,56200
2006-03-20,49.312225341796875,63500
2006-03-21,49.12729263305664,80000
2006-03-22,49.118072509765625,75100
2006-03-23,49.09029769897461,79400
2006-03-24,49.21049118041992,85800
2006-03-27,49.21049118041992,92800
2006-03-28,48.97935104370117,61800
2006-03-29,48.93313217163086,83800
2006-03-30,48.78521728515625,93700
2006-03-31,48.67431640625,102200
2006-04-03,48.715118408203125,114200
2006-04-04,48.76155471801758,83000
2006-04-05,48.92403030395508,80200
2006-04-06,48.747623443603516,82400
2006-04-07,48.55732727050781,80100
2006-04-10,48.450565338134766,299000
2006-04-11,48.58981704711914,101600
2006-04-12,48.43663024902344,138700
2006-04-13,48.34381103515625,100500
2006-04-17,48.33452224731445,110300
2006-04-18,48.529483795166016,76700
2006-04-19,48.49699020385742,87200
2006-04-20,48.473758697509766,63400
2006-04-21,48.566585540771484,84200
2006-04-24,48.66407775878906,82200
2006-04-25,48.43196487426758,93100
2006-04-26,48.376304626464844,173100
2006-04-27,48.46446990966797,74300
2006-04-28,48.57586669921875,90600
2006-05-01,48.32972717285156,72800
2006-05-02,48.40433120727539,76600
2006-05-03,48.40433120727539,85900
2006-05-04,48.38566970825195,86900
2006-05-05,48.44160842895508,72700
2006-05-08,48.502227783203125,87100
2006-05-09,48.520896911621094,108300
2006-05-10,48.55354690551758,76600
2006-05-11,48.469581604003906,80900
2006-05-12,48.348365783691406,111200
2006-05-15,48.39033126831055,68500
2006-05-16,48.5674934387207,105600
2006-05-17,48.41365432739258,127900
2006-05-18,48.721336364746094,68900
2006-05-19,48.69807052612305,68500
2006-05-22,48.72602081298828,71300
2006-05-23,48.69335174560547,59200
2006-05-24,48.74464797973633,120600
2006-05-25,48.67939376831055,84700
2006-05-26,48.684078216552734,81800
2006-05-30,48.576839447021484,148700
2006-05-31,48.48359680175781,130500
2006-06-01,48.56834411621094,102400
2006-06-02,48.87263870239258,63200
2006-06-05,48.72281265258789,79100
2006-06-06,48.830474853515625,116100
2006-06-07,48.69940948486328,82200
2006-06-08,48.858558654785156,76600
2006-06-09,48.910072326660156,67500
2006-06-12,48.77901077270508,75900
2006-06-13,48.830474853515625,108600
2006-06-14,48.61979293823242,66600
2006-06-15,48.5214958190918,79400
2006-06-16,48.45596694946289,98500
2006-06-19,48.39506912231445,76200
2006-06-20,48.35763931274414,53500
2006-06-21,48.296749114990234,48000
2006-06-22,48.18440628051758,86500
2006-06-23,48.104820251464844,62700
2006-06-26,48.104820251464844,54000
2006-06-27,48.02992630004883,480300
2006-06-28,47.92222213745117,91400
2006-06-29,48.1750373840332,64600
2006-06-30,48.44189453125,58500
2006-07-03,48.382144927978516,245800
2006-07-05,48.07653045654297,939300
2006-07-06,48.31637954711914,86500
2006-07-07,48.499755859375,77900
2006-07-10,48.56086730957031,59300
2006-07-11,48.63612365722656,108400
2006-07-12,48.7160530090332,94900
2006-07-13,48.711326599121094,92200
2006-07-14,48.75367736816406,122300
2006-07-17,48.80540466308594,104200
2006-07-18,48.55146789550781,208700
2006-07-19,48.772483825683594,80600
2006-07-20,48.984092712402344,97900
2006-07-21,48.94646072387695,83700
2006-07-24,48.96059036254883,108300
2006-07-25,48.92295837402344,60100
2006-07-26,49.02642059326172,69200
2006-07-27,48.951168060302734,74900
2006-07-28,49.13926696777344,195200
2006-07-31,49.1486930847168,108600
2006-08-01,49.21760559082031,76000
2006-08-02,49.30266189575195,60300
2006-08-03,49.307334899902344,110700
2006-08-04,49.50099563598633,57300
2006-08-07,49.45849609375,76900
2006-08-08,49.486839294433594,62000
2006-08-09,49.46321487426758,58300
2006-08-10,49.45849609375,61300
2006-08-11,49.35932922363281,54200
2006-08-14,49.297908782958984,48000
2006-08-15,49.55294418334961,99200
2006-08-16,49.76076889038086,69700
2006-08-17,49.73716735839844,84900
2006-08-18,49.83634948730469,115700
2006-08-21,49.90719223022461,77300
2006-08-22,49.94022750854492,194100
2006-08-23,49.92132568359375,107400
2006-08-24,49.92132568359375,54800
2006-08-25,49.99217224121094,105800
2006-08-28,50.00631332397461,101300
2006-08-29,50.039424896240234,110000
2006-08-30,50.072471618652344,80100
2006-08-31,50.24250793457031,125600
2006-09-01,50.18269729614258,139900
2006-09-05,50.0308837890625,74900
2006-09-06,50.0308837890625,158200
2006-09-07,50.08310317993164,280100
2006-09-08,50.13530349731445,130200
2006-09-11,50.11632537841797,81200
