Date,sigma_SPY,sigma_GLD,sigma_TLT,rho_SPY_GLD,rho_SPY_TLT,rho_GLD_TLT
2006-01-13,-0.6605374146160262,1.2567973195552302,-1.4383147528541274,,,
2006-01-20,-0.7770081436087505,1.2240662452701077,-1.4383147528541274,,,
2006-01-27,-0.30774632836733923,0.972678256700479,-1.4383147528541274,,,
2006-02-03,-0.31188977456007805,0.7435005455602485,-1.4383147528541274,,,
2006-02-10,-0.18063112185488125,0.5771322707680192,-1.4383147528541274,,,
2006-02-17,-0.4370928601314561,0.6520515447838133,-1.4383147528541274,,,
2006-02-24,-0.4690318628353977,0.43590834800979783,-1.4383147528541274,,,
2006-03-03,-0.644979365854844,0.2721165750150023,-1.4383147528541274,,,
2006-03-10,-0.6947228104187751,0.11655895716763304,-1.426084875663566,,,
2006-03-17,-0.7781383799283964,0.564177651942007,-1.3762092307530713,,,
2006-03-24,-0.6065381909997066,0.4993351375061878,-1.4149323072916458,,,
2006-03-31,-0.6974863063792985,0.3202081570662675,-1.4383147528541274,,,
2006-04-07,-0.7610831584466439,0.6137454228598683,-1.0628494444338374,0.0471735511219736,0.4657254079824832,-0.44372022345932344
2006-04-14,-0.8118273495125214,0.4145333661764244,-0.9622081100821889,-0.021149145004043288,0.4730777055009176,-0.6615019032658614
2006-04-21,-0.7741806393438757,0.27616526575738826,-1.021466504017885,0.3782115598714698,1.0435005970254116,-0.15040775433597572
2006-04-28,-0.6284645140336921,1.060143437286712,-1.1094529446540806,0.46255899716402393,1.593318077449935,-0.20632220724160888
2006-05-05,-0.7565700851868604,1.0197579082233899,-1.1562798187764896,0.707386146327004,2.2141862229814664,-0.16907058743556944
2006-05-12,-0.8258891558323712,1.2318433419657957,-1.235492125763173,0.01714987414187755,2.2141862229814664,-0.2964461919175446
2006-05-19,-0.18352136766835322,1.4402688304720195,-1.2161031047699855,0.8517019008668295,1.0471786232745472,-1.5510348031691883
2006-05-26,-0.13580699576147467,2.617120428242392,-1.0000426567990615,0.724449873209403,1.0331640068248615,-1.5700936282384848
2006-06-02,-0.37287853317026265,2.2755961731666767,-1.0939085436310467,0.6248186038706844,1.0398762942172002,-1.7437428609742767
2006-06-09,-0.5759069144003729,2.085241692309745,-1.1114848854320205,1.067940272776273,0.5643043594787991,-2.2618212723609536
2006-06-16,0.0654766006544916,2.297151382221814,-1.1261611546194021,0.9479913735346557,0.31818597739531246,-1.8587486085842972
2006-06-23,-0.23886989300207295,2.4334608940079763,-1.0213328046798609,0.9496534169722686,0.3064554953691101,-1.8819279565878406
2006-06-30,-0.45673768218541216,2.0935638521689004,-1.0389987572067405,1.215647847484076,0.6682878360066941,-1.3127468859911844
2006-07-07,-0.33928149157665094,2.362898272767105,-1.0640451886548024,1.1813647929333164,0.6332545726800849,-1.3119303596103293
2006-07-14,-0.4853076346349843,2.1199289527785887,-1.1516204647003294,0.7650174128502354,0.39289217862304804,-1.0948437942747733
2006-07-21,-0.04449598506392709,2.299057253317551,-1.188472495624851,0.2894523848454211,0.3161138151694303,-1.207829781841626
2006-07-28,-0.33725163361139293,2.8265687947993174,-1.2652634253600714,0.39711841663010916,0.4989068069621249,-1.075550399209555
2006-08-04,0.02967182088173286,2.5442560852527394,-1.3303087403403266,0.3198270162969284,0.587506362098356,-0.8860670495399059
2006-08-11,-0.2795565337915213,2.2532950383681754,-1.3156508501043422,0.7801584238789699,0.3212727333275295,-0.4188325784256348
2006-08-18,-0.37390524702952416,2.0632690142959103,-1.2981478831574864,0.2650746747448118,1.0557574362697983,0.22203428535688977
2006-08-25,-0.10685825519975783,1.9168339413161815,-1.2005143808125485,0.22318722550184958,1.0722544399477965,0.2542649819721743
2006-09-01,-0.30127003758871646,1.634778355919288,-1.2450980856823746,0.2756738292572961,1.093915399585106,0.3887363672421686
2006-09-08,-0.4624582878724966,1.352006078525373,-1.2857175299648742,-0.11009445273064684,1.570721404250552,0.79979450669329
2006-09-15,-0.5065727887232977,1.2444023133404487,-1.3396980866400763,-0.4547748651708324,1.5649653458001682,0.4069966628720421
2006-09-22,-0.5084914930387164,1.726960411891629,-1.408139795573721,-0.4938869539016322,1.124555788357573,0.6387549445441476
2006-09-29,-0.6234113445721766,1.5057989386823472,-1.043425866486801,-0.8570407263571901,0.866129013332571,0.40620371279793055
2006-10-06,-0.6105454670771976,1.2830135671172374,-1.1316759643550982,-0.8291932208696863,0.7281890669573018,0.6800616548903373
2006-10-13,-0.697280031902244,1.4814208624018272,-1.1610972908024653,-0.015179181318091496,0.8448932296833684,0.1019384782443225
2006-10-20,-0.735308856850921,1.3683907414997658,-1.1298877926274935,-0.1885561710413425,0.8328518249836017,0.2340035648142969
2006-10-27,-0.8267690587682854,1.100447379795893,-1.2068435630463725,-0.6656351057845709,0.8327364253607815,0.329018881392096
2006-11-03,-0.8738021692438235,0.873056232593294,-1.14126058834234,-1.0065496895273152,0.943388294976788,0.02817620694206004
2006-11-10,-0.7253779311400713,1.1974724743685983,-1.2285961421201113,-1.2954881733851888,0.7265040210769974,-0.15082089079965727
2006-11-17,-0.7457949222969722,0.9412269868040313,-1.161157186425263,-1.13219344829251,0.1851928537561378,0.1473921842028257
2006-11-24,-0.6918127792362765,0.7451610983723441,-1.246548291287204,-1.1865835173300268,0.2153643343383488,0.17194632760066192
2006-12-01,-0.7839088112059672,0.7114624027492934,-1.2891980643370666,-1.2415254891295566,0.05916023302774138,0.19316072783312124
2006-12-08,-0.8415364354663963,0.5105290393940758,-1.2578387299992126,-1.745725590665164,-0.31346484975146827,0.3682785831406204
2006-12-15,-0.876037334255952,0.6321580930130586,-1.208406609352607,-1.5843636970978763,-0.40675715052651695,0.5566696170612871
2006-12-22,-0.846125893108774,0.510928781081227,-1.2638626323661981,-1.4122765368091192,0.24983079377402237,0.43128184803096614
2006-12-29,-0.6756484516324068,0.33059370577429603,-1.3275868641456277,-1.5763759926403411,0.3067251633836267,0.28904776970220897
2007-01-05,-0.784103113638372,0.3089390155469681,-1.35358475022104,-0.5911558781090186,0.25181494877399024,-0.495882616604122
2007-01-12,-0.7309092794164433,0.8397202801624527,-1.36984086799701,-0.3485399349936081,0.05196483889258254,-0.5731497344796881
2007-01-19,-0.5970931340283713,0.8750202004278677,-1.3017396497404379,-0.3928178891058919,0.10382066206249764,-0.5834145524210672
2007-01-26,-0.6937792920029092,0.6812487403727583,-1.373925378168672,-0.48527928894078515,0.16971407306876676,-0.7858327873861123
2007-02-02,-0.729665365415845,0.5458093964330982,-1.3212882461475295,-0.02698308728498023,0.44247321146739754,-0.8598833947672437
2007-02-09,-0.6059459255776207,0.3366336980543467,-1.35650998088285,-0.24315967340287006,0.021627311904947974,-0.7389790654987846
2007-02-16,-0.6520524656199929,0.362555760964131,-1.4090747455405292,-0.08402960757543858,0.23226787878120578,-0.7137486106110749
2007-02-23,-0.6987243828372004,0.16905277316934691,-1.380840315032032,-0.09273474224445866,0.25211237389622976,-0.8585817568152858
2007-03-02,-0.7614675904777192,0.10393266107388403,-1.4383147528541274,1.156072714981507,-0.6158960061921126,-1.7163125648415938
2007-03-09,0.7741690900595826,1.0265428870808895,-1.2500576999130482,1.3716122000953792,-0.6623402002269926,-2.2351156511454153
2007-03-16,0.35164810955068976,0.7958210045244112,-1.2661457104669251,1.5194168924877671,-0.6443733136363823,-2.383396084094627
2007-03-23,0.11310852851917036,0.5737792075093165,-1.3268302924536775,1.4014495736938442,-0.906354072228476,-2.2977378606002854
2007-03-30,0.35756945593662315,0.3767407560623555,-1.2888214036249126,1.356487031346251,-0.8002251192676434,-2.2504183430511513
2007-04-06,0.0750561635061507,0.19907979778543866,-1.3354827868508803,1.490632116269722,-0.7786497815750693,-2.2383080199728047
2007-04-13,-0.1478898965227395,0.09417090326252806,-1.3997880646122731,1.4205864082770114,-0.6966914797292394,-2.1226578852515656
2007-04-20,-0.40199418475910215,-0.022430323056992676,-1.420376620791264,1.4382149036394756,-0.3606545056233004,-1.9578636711440824
2007-04-27,-0.3101410612127517,-0.1441961727907608,-1.385898123844837,1.4360718804718013,-0.5842093092172097,-1.7113999033367828
2007-05-04,-0.5266664129902421,-0.19104408877557935,-1.4383147528541274,1.4963606874884487,-0.5887467032960919,-1.5932205278317757
2007-05-11,-0.6569452853083985,-0.3198468825303449,-1.39112898519346,1.6699441253589065,-0.5221773130302321,-1.465299849022448
2007-05-18,-0.7610754824021104,-0.20706110130975866,-1.4367207790612637,1.5794514501963233,-0.6886297709035841,-1.2569080878346477
2007-05-25,-0.7817835964021079,-0.27695952067326807,-1.3351466949412627,1.7437832496598293,-0.5954122586659514,-1.3160311513330016
2007-06-01,-0.7621177290607516,-0.38591993330790264,-1.3704564628860385,0.7503055132058434,0.36918510907293073,0.2459988193579249
2007-06-08,-0.7019471947493255,-0.3529455472288015,-1.41410720310782,1.230388401643742,1.1619212402994237,0.9158868690248495
2007-06-15,-0.32162312228257317,-0.0676986586001885,-1.1452843879934331,1.4620774394625848,1.5321388727988468,0.9253552592008202
2007-06-22,-0.3798874651797275,-0.2044392768343555,-1.2303386323936072,1.3899805037722148,1.7888311146687499,1.0460663409495308
2007-06-29,-0.2561253095979521,-0.3534329782514855,-1.309600288330358,1.6351626453676202,1.4455193856459745,0.707953183503001
2007-07-06,-0.47626010171100913,-0.4621632781308647,-1.1932043117156148,1.620663794246218,1.1602132481134972,0.45838189765135806
2007-07-13,-0.49806643670499584,-0.5576436422021678,-1.087172954856926,1.6729302386265048,1.2606596516928625,0.7472354538577807
2007-07-20,-0.5999177207128561,-0.5911461783392752,-1.1255021229096445,1.1092509420748224,0.5875222312616789,0.9288415704876721
2007-07-27,-0.59315871949033,-0.5254383654088616,-0.9591455255366355,1.5350752911943222,-0.026115202187010036,0.30266900385262724
2007-08-03,1.2566917387877024,-0.23890452736310472,-0.9200328263681249,1.3542911844803713,-0.19611589641120458,0.36241025910290403
2007-08-10,0.7270596801851528,-0.27118593727280704,-0.9497164549427353,1.4753397947826739,-0.24420359487686016,0.2731401054046218
2007-08-17,0.24837931616583797,-0.41336544471499403,-0.7584322106303528,1.517091136520024,-0.11689320891610573,-0.04637638550372921
2007-08-24,-0.10987815654855061,-0.3250630169869359,-0.8407926493324585,1.5811273350433983,0.11332329725691916,0.019306470966702436
2007-08-31,-0.07071871517157223,-0.3786331209436204,-0.8671860724099827,1.4998008397455256,0.17892722976970885,0.22241173891315652
2007-09-07,-0.3004287227361033,-0.5057582723899219,-0.897717407126182,1.001698007253046,-0.3177985090561153,-0.0556564365748814
2007-09-14,-0.3663241700732033,-0.04256217688162342,-0.7670617821507023,0.985506895907754,-0.3561686814949064,-0.06013726971053245
2007-09-21,-0.373389924913507,-0.18766061738363243,-0.8728396140293039,1.13716383407422,-0.6710144377955157,-0.673509890848951
2007-09-28,-0.21510257459629992,-0.0012168979382316974,-0.6552802722102147,1.1600162731815926,-0.6760366627152962,-0.5031997360846847
2007-10-05,-0.46261466306243165,-0.09512084494653268,-0.7351810385212098,1.0128683505909744,-0.6283675861433988,-0.4422153578241146
2007-10-12,-0.38081359626749123,-0.25229614380004783,-0.8562088742834255,0.993875256774884,-0.6554183763084145,-0.5286224087890118
2007-10-19,-0.5825443798968563,-0.3208583338516969,-0.9297945974906859,0.8062831803147346,-0.9363571751185708,-0.5686144273377056
2007-10-26,0.6866789659145014,-0.39563065321407365,-0.4433467005789693,-0.11017895398655389,-1.0217955011557829,-0.22511011915880486
2007-11-02,0.4821759834113975,-0.3109605294764792,-0.5894411488838484,-0.23813998604358677,-1.0070383097170303,-0.18991718500988167
2007-11-09,0.2787516283380184,-0.21691723406152588,-0.665051753295085,-0.5214583483297439,-0.8586501403037198,-0.5991217668941353
2007-11-16,0.9346160110456146,-0.10340505709535527,-0.7884603845563477,-0.5220267562767994,-0.8310442052278983,-0.7888596084567405
2007-11-23,0.4038017467492781,0.702732333192106,-0.8259056809024601,-0.6553803050527973,-1.043824603424419,-0.6174122129975895
2007-11-30,0.13699190104953804,0.9753978250595786,-0.8216322176493206,-1.110441958871019,-0.8998057515465783,-0.6049300301598685
