Date,Adj Close,Volume
,DBC,DBC
2006-02-06,19.830791473388672,771500
2006-02-07,19.25717544555664,674400
2006-02-08,19.175230026245117,335400
2006-02-09,19.35550880432129,705900
2006-02-10,19.003143310546875,276700
2006-02-13,18.708139419555664,237600
2006-02-14,18.55244255065918,256400
2006-02-15,18.28202247619629,404800
2006-02-16,18.503276824951172,463600
2006-02-17,18.765499114990234,467700
2006-02-21,19.076894760131836,714100
2006-02-22,18.765499114990234,543900
2006-02-23,18.6999454498291,380400
2006-02-24,19.2080078125,535300
2006-02-27,18.831058502197266,664500
2006-02-28,19.0850887298584,579700
2006-03-01,19.044116973876953,270500
2006-03-02,19.388286590576172,885900
2006-03-03,19.56856346130371,362900
2006-03-06,19.25717544555664,588300
2006-03-07,18.92119789123535,341300
2006-03-08,18.617998123168945,243700
2006-03-09,18.806474685668945,413100
2006-03-10,18.724529266357422,398800
2006-03-13,18.970365524291992,328800
2006-03-14,19.248979568481445,331700
2006-03-15,19.035921096801758,566900
2006-03-16,19.199811935424805,642100
2006-03-17,19.109670639038086,324200
2006-03-20,18.71633529663086,495500
2006-03-21,18.781890869140625,412200
2006-03-22,18.749113082885742,283800
2006-03-23,19.068702697753906,224500
2006-03-24,19.027725219726562,310800
2006-03-27,19.1424503326416,147300
2006-03-28,19.388286590576172,355200
2006-03-29,19.519399642944336,319600
2006-03-30,19.75704002380371,603700
2006-03-31,19.617733001708984,402600
2006-04-03,19.70787239074707,406400
2006-04-04,19.601346969604492,201400
2006-04-05,19.724262237548828,297300
2006-04-06,20.076629638671875,619900
2006-04-07,19.986486434936523,415600
2006-04-10,20.355241775512695,497100
2006-04-11,20.43718910217285,537900
2006-04-12,20.39621353149414,517700
2006-04-13,20.527328491210938,233200
2006-04-17,20.74858283996582,526600
2006-04-18,21.018999099731445,886800
2006-04-19,21.223865509033203,558500
2006-04-20,20.978029251098633,640100
2006-04-21,21.4205322265625,559000
2006-04-24,20.994417190551758,481900
2006-04-25,21.059974670410156,550700
2006-04-26,20.978029251098633,493900
2006-04-27,20.65024757385254,427100
2006-04-28,20.994417190551758,453800
2006-05-01,21.223865509033203,571700
2006-05-02,21.469701766967773,516300
2006-05-03,21.084556579589844,422000
2006-05-04,20.830524444580078,445500
2006-05-05,21.059974670410156,377300
2006-05-08,21.00261116027832,342900
2006-05-09,21.33039665222168,1164700
2006-05-10,21.863037109375,757600
2006-05-11,22.07609748840332,1037600
2006-05-12,22.002344131469727,1040100
2006-05-15,21.256643295288086,685200
2006-05-16,21.32219886779785,602500
2006-05-17,21.28942108154297,785100
2006-05-18,21.29761505126953,263100
2006-05-19,20.830524444580078,724900
