,Date,Last Px,SMAVG (50),SMAVG (100),SMAVG (200)
Mo,12/12/2022,44.99,48.2,48.78,51.67
,,,,,
Fr,12/9/2022,46.93,48.42,48.85,51.7
Th,12/8/2022,47.17,48.57,48.85,51.71
We,12/7/2022,47.91,48.72,48.87,51.72
Tu,12/6/2022,46.36,48.88,48.89,51.73
Mo,12/5/2022,45.41,49.09,48.94,51.76
,,,,,
Fr,12/2/2022,45.76,49.2,49.02,51.8
Th,12/1/2022,45.61,49.22,49.08,51.82
We,11/30/2022,46.15,49.28,49.16,51.83
Tu,11/29/2022,47.91,49.33,49.23,51.85
Mo,11/28/2022,50.53,49.3,49.28,51.84
,,,,,
Fr,11/25/2022,50.16,49.24,49.3,51.81
We,11/23/2022,51.56,49.17,49.34,51.76
Tu,11/22/2022,46.3,49.05,49.35,51.7
Mo,11/21/2022,47.11,49.02,49.39,51.69
,,,,,
Fr,11/18/2022,45.93,48.96,49.4,51.67
Th,11/17/2022,45.34,49.02,49.43,51.65
We,11/16/2022,45.12,49.14,49.44,51.64
Tu,11/15/2022,46.72,49.3,49.46,51.62
Mo,11/14/2022,44.42,49.37,49.46,51.6
,,,,,
Fr,11/11/2022,42.06,49.56,49.5,51.61
Th,11/10/2022,43.48,49.8,49.57,51.64
We,11/9/2022,45.38,49.97,49.6,51.65
Tu,11/8/2022,45.04,50.06,49.64,51.66
Mo,11/7/2022,45.11,50.11,49.66,51.67
,,,,,
Fr,11/4/2022,47.5,50.15,49.67,51.66
Th,11/3/2022,46.47,50.17,49.67,51.63
We,11/2/2022,47.75,50.21,49.68,51.61
Tu,11/1/2022,47.04,50.2,49.63,51.58
Mo,10/31/2022,47.41,50.28,49.6,51.55
,,,,,
Fr,10/28/2022,47.81,50.33,49.57,51.5
Th,10/27/2022,49.02,50.33,49.55,51.43
We,10/26/2022,48.58,50.38,49.54,51.36
Tu,10/25/2022,47.3,50.41,49.51,51.31
Mo,10/24/2022,47.78,50.4,49.52,51.26
,,,,,
Fr,10/21/2022,47.19,50.32,49.53,51.2
Th,10/20/2022,47.98,50.29,49.56,51.19
We,10/19/2022,47.78,50.26,49.56,51.14
Tu,10/18/2022,49.12,50.23,49.54,51.09
Mo,10/17/2022,50.27,50.17,49.52,51.06
,,,,,
Fr,10/14/2022,50.3,50.14,49.48,51.01
Th,10/13/2022,50.52,50.24,49.47,50.96
We,10/12/2022,51.52,50.23,49.47,50.91
Tu,10/11/2022,51.92,50.26,49.47,50.87
Mo,10/10/2022,51.42,50.22,49.46,50.83
,,,,,
Fr,10/7/2022,53.64,50.11,49.45,50.79
Th,10/6/2022,53.39,49.98,49.44,50.76
We,10/5/2022,54.2,49.89,49.41,50.75
Tu,10/4/2022,59.51,49.77,49.4,50.78
Mo,10/3/2022,56.24,49.54,49.34,50.73
,,,,,
Fr,9/30/2022,55.69,49.37,49.34,50.69
Th,9/29/2022,54.41,49.28,49.36,50.7
We,9/28/2022,55.02,49.14,49.36,50.7
Tu,9/27/2022,55.89,49.01,49.36,50.65
Mo,9/26/2022,56.68,48.89,49.33,50.61
,,,,,
Fr,9/23/2022,50.82,48.79,49.31,50.56
Th,9/22/2022,47.1,48.83,49.34,50.53
We,9/21/2022,48.65,48.93,49.4,50.54
Tu,9/20/2022,48.23,49.04,49.43,50.57
Mo,9/19/2022,46.75,49.14,49.48,50.66
,,,,,
Fr,9/16/2022,47.44,49.25,49.55,50.71
Th,9/15/2022,46.63,49.36,49.61,50.86
We,9/14/2022,45.62,49.52,49.65,51.01
Tu,9/13/2022,44.81,49.66,49.69,51.09
Mo,9/12/2022,44.15,49.75,49.77,51.2
,,,,,
Fr,9/9/2022,48.84,49.84,49.83,51.15
Th,9/8/2022,51.29,49.84,49.85,51.08
We,9/7/2022,53.32,49.74,49.87,51.01
Tu,9/6/2022,50,49.62,49.85,50.93
,,,,,
Fr,9/2/2022,53.9,49.56,49.9,50.87
Th,9/1/2022,53.9,49.45,49.91,50.77
We,8/31/2022,52.11,49.35,49.91,50.67
Tu,8/30/2022,49.74,49.24,49.93,50.59
Mo,8/29/2022,47.73,49.23,49.96,50.52
,,,,,
Fr,8/26/2022,47.08,49.2,50.02,50.47
Th,8/25/2022,48.78,49.2,50.09,50.42
We,8/24/2022,48.33,49.16,50.15,50.35
Tu,8/23/2022,47.35,49.14,50.24,50.3
Mo,8/22/2022,50.64,49.05,50.38,50.25
,,,,,
Fr,8/19/2022,50.34,48.92,50.5,50.19
Th,8/18/2022,47.41,48.8,50.66,50.14
We,8/17/2022,51.55,48.77,50.88,50.08
Tu,8/16/2022,50.25,48.69,51.06,50.01
Mo,8/15/2022,46.63,48.61,51.28,49.94
,,,,,
Fr,8/12/2022,44,48.64,51.51,49.9
Th,8/11/2022,45.37,48.74,51.78,49.86
We,8/10/2022,46.56,48.83,52.01,49.82
Tu,8/9/2022,46.23,48.86,52.23,49.76
Mo,8/8/2022,46.4,48.85,52.36,49.72
,,,,,
Fr,8/5/2022,48.76,48.86,52.53,49.67
Th,8/4/2022,55.14,48.83,52.7,49.6
We,8/3/2022,50.12,48.7,52.82,49.5
Tu,8/2/2022,52.77,48.71,53,49.42
Mo,8/1/2022,49.97,48.68,53.2,49.33
,,,,,
Fr,7/29/2022,46.19,48.71,53.46,49.26
Th,7/28/2022,47.17,48.8,53.79,49.21
We,7/27/2022,48.99,48.89,54.09,49.16
Tu,7/26/2022,47.81,48.94,54.24,49.11
Mo,7/25/2022,47.96,49.03,54.38,49.06
,,,,,
Fr,7/22/2022,47.84,49.14,54.51,49.05
Th,7/21/2022,51.1,49.31,54.56,49.02
We,7/20/2022,47.54,49.44,54.54,48.95
Tu,7/19/2022,48.77,49.59,54.56,48.9
Mo,7/18/2022,49.66,49.71,54.58,48.84
,,,,,
Fr,7/15/2022,51.77,49.78,54.58,48.79
Th,7/14/2022,53.03,49.82,54.58,48.7
We,7/13/2022,51.76,49.85,54.58,48.62
Tu,7/12/2022,54.4,49.87,54.56,48.54
Mo,7/11/2022,53.1,49.82,54.5,48.43
,,,,,
Fr,7/8/2022,52.1,49.83,54.46,48.33
Th,7/7/2022,52.87,49.86,54.41,48.23
We,7/6/2022,54.67,49.86,54.32,48.14
Tu,7/5/2022,52.61,49.79,54.17,48.04
,,,,,
Fr,7/1/2022,49.4,49.73,54.05,47.94
Th,6/30/2022,48.9,49.79,53.99,47.86
We,6/29/2022,48.57,49.82,53.94,47.78
Tu,6/28/2022,46.59,49.87,53.88,47.7
Mo,6/27/2022,46.99,50,53.83,47.63
,,,,,
Fr,6/24/2022,46.99,50.09,53.78,47.57
Th,6/23/2022,48.58,50.25,53.73,47.5
We,6/22/2022,48.99,50.38,53.72,47.42
Tu,6/21/2022,46.56,50.46,53.7,47.34
,,,,,
Fr,6/17/2022,49.19,50.61,53.69,47.29
Th,6/16/2022,46.27,50.69,53.68,47.2
We,6/15/2022,47.04,50.84,53.69,47.15
Tu,6/14/2022,46.63,50.99,53.65,47.08
Mo,6/13/2022,47.56,51.14,53.59,47.03
,,,,,
Fr,6/10/2022,42.92,51.34,53.54,46.96
Th,6/9/2022,43.87,51.71,53.54,46.93
We,6/8/2022,44.37,52.08,53.51,46.89
Tu,6/7/2022,45.88,52.53,53.44,46.85
Mo,6/6/2022,47.9,52.99,53.32,46.82
,,,,,
Fr,6/3/2022,46.23,53.42,53.19,46.78
Th,6/2/2022,47.8,53.94,53.1,46.75
We,6/1/2022,49.14,54.38,52.99,46.72
Tu,5/31/2022,49.82,54.81,52.87,46.67
,,,,,
Fr,5/27/2022,47.92,55.2,52.82,46.62
Th,5/26/2022,46.03,55.59,52.73,46.56
We,5/25/2022,46.76,55.86,52.65,46.51
Tu,5/24/2022,47.04,56.2,52.61,46.47
Mo,5/23/2022,48.63,56.57,52.54,46.43
,,,,,
Fr,5/20/2022,50.72,56.95,52.45,46.4
Th,5/19/2022,51.16,57.29,52.36,46.34
We,5/18/2022,51.89,57.73,52.28,46.28
Tu,5/17/2022,50.34,58.21,52.2,46.23
Mo,5/16/2022,51.89,58.78,52.14,46.17
,,,,,
Fr,5/13/2022,51.22,59.29,52.08,46.09
Th,5/12/2022,52.71,59.55,52.09,46
We,5/11/2022,53.43,59.72,52.16,45.9
Tu,5/10/2022,56.06,59.88,52.11,45.81
Mo,5/9/2022,57.9,59.81,52.05,45.71
,,,,,
Fr,5/6/2022,54.82,59.65,52.04,45.59
Th,5/5/2022,54.72,59.53,52.04,45.49
We,5/4/2022,53.15,59.45,51.95,45.4
Tu,5/3/2022,54.04,59.38,51.88,45.35
Mo,5/2/2022,54.15,59.34,51.81,45.34
,,,,,
Fr,4/29/2022,53.1,59.32,51.72,45.3
Th,4/28/2022,51.94,59.25,51.67,45.22
We,4/27/2022,53.38,59.18,51.72,45.15
Tu,4/26/2022,53.57,59.09,51.83,45.07
Mo,4/25/2022,52.86,58.96,51.87,44.98
,,,,,
Fr,4/22/2022,51.15,58.78,52.12,44.91
Th,4/21/2022,49.86,58.55,52.36,44.84
We,4/20/2022,52.23,58.38,52.49,44.79
Tu,4/19/2022,50.34,58.2,52.63,44.74
Mo,4/18/2022,50.94,58.07,52.47,44.67
,,,,,
Th,4/14/2022,53.38,57.89,52.31,44.58
We,4/13/2022,51.2,57.66,52.15,44.48
Tu,4/12/2022,55.25,57.47,52.01,44.38
Mo,4/11/2022,54.81,57.21,51.83,44.27
,,,,,
Fr,4/8/2022,53.14,57.07,51.62,44.15
Th,4/7/2022,54.23,56.94,51.44,44.04
We,4/6/2022,53.15,56.77,51.26,43.93
Tu,4/5/2022,53.8,56.66,51.09,43.84
Mo,4/4/2022,54.31,56.54,50.91,43.74
,,,,,
Fr,4/1/2022,54.36,56.31,50.74,43.65
Th,3/31/2022,57.66,56.04,50.56,43.54
We,3/30/2022,61.04,55.74,50.36,43.44
Tu,3/29/2022,62.46,55.37,50.13,43.3
Mo,3/28/2022,67.04,54.94,49.89,43.15
,,,,,
Fr,3/25/2022,68.91,54.34,49.61,42.98
Th,3/24/2022,69.14,53.65,49.28,42.8
We,3/23/2022,72.59,52.96,48.95,42.62
Tu,3/22/2022,69.56,52.26,48.61,42.41
Mo,3/21/2022,70.78,51.61,48.28,42.23
,,,,,
Fr,3/18/2022,69.09,50.93,47.95,42.03
Th,3/17/2022,67.78,50.44,47.62,41.84
We,3/16/2022,59.35,49.87,47.3,41.67
Tu,3/15/2022,63.62,49.43,47.08,41.54
Mo,3/14/2022,65.42,49.01,46.8,41.39
,,,,,
Fr,3/11/2022,68.01,48.51,46.5,41.23
Th,3/10/2022,67.34,47.96,46.17,41.06
We,3/9/2022,73.25,47.43,45.85,40.89
Tu,3/8/2022,75.82,46.84,45.46,40.71
Mo,3/7/2022,78.91,46.2,45.07,40.51
,,,,,
Fr,3/4/2022,77.29,45.49,44.64,40.31
Th,3/3/2022,64.37,44.87,44.24,40.12
We,3/2/2022,61.53,44.63,43.98,39.99
Tu,3/1/2022,61.43,44.6,43.75,39.87
Mo,2/28/2022,52.5,44.34,43.59,39.74
,,,,,
Fr,2/25/2022,49.5,44.29,43.48,39.66
Th,2/24/2022,49.04,44.43,43.35,39.61
We,2/23/2022,50.51,44.54,43.24,39.54
Tu,2/22/2022,50.11,44.45,43.11,39.48
,,,,,
Fr,2/18/2022,52.01,44.37,42.99,39.42
Th,2/17/2022,53.14,44.28,42.82,39.35
We,2/16/2022,49.38,44.12,42.65,39.27
Tu,2/15/2022,48.36,44.1,42.51,39.22
Mo,2/14/2022,48.83,44.25,42.37,39.16
,,,,,
Fr,2/11/2022,47.44,44.57,42.2,39.12
Th,2/10/2022,43.81,44.77,42.05,39.07
We,2/9/2022,39.4,45.45,41.96,39.04
Tu,2/8/2022,41.26,46.17,41.92,39.02
Mo,2/7/2022,43.34,46.61,41.83,39.01
,,,,,
Fr,2/4/2022,43.88,47.06,41.72,39
Th,2/3/2022,42.15,46.88,41.61,38.97
We,2/2/2022,41.86,46.74,41.52,38.96
Tu,2/1/2022,41.31,46.63,41.43,38.96
Mo,1/31/2022,42.35,46.55,41.35,38.93
,,,,,
Fr,1/28/2022,47.74,46.45,41.27,38.89
Th,1/27/2022,46.9,46.17,41.11,38.82
We,1/26/2022,45.67,45.93,40.97,38.76
Tu,1/25/2022,47.63,45.74,40.88,38.71
Mo,1/24/2022,47.84,45.51,40.72,38.64
,,,,,
Fr,1/21/2022,42.57,45.28,40.6,38.59
Th,1/20/2022,41.15,45.17,40.52,38.57
We,1/19/2022,42.75,45.08,40.46,38.57
Tu,1/18/2022,42.28,44.97,40.38,38.56
,,,,,
Fr,1/14/2022,41.18,44.89,40.33,38.56
Th,1/13/2022,37.11,44.83,40.27,38.57
We,1/12/2022,34.39,44.88,40.27,38.58
Tu,1/11/2022,34.31,44.9,40.31,38.61
Mo,1/10/2022,37.65,44.95,40.37,38.67
,,,,,
Fr,1/7/2022,37,44.96,40.41,38.69
Th,1/6/2022,36.86,44.96,40.44,38.72
We,1/5/2022,44.49,44.98,40.47,38.76
Tu,1/4/2022,39.48,44.8,40.41,38.79
Mo,1/3/2022,37.57,44.73,40.38,38.92
,,,,,
Fr,12/31/2021,42.62,44.72,40.37,38.97
Th,12/30/2021,40.2,44.59,40.32,38.96
We,12/29/2021,40.24,44.49,40.32,38.98
Tu,12/28/2021,41.23,44.39,40.35,39.02
Mo,12/27/2021,43.58,44.27,40.33,39
,,,,,
Fr,12/24/2021,43.71,44.08,40.28,38.98
Th,12/23/2021,43.71,43.94,40.27,38.96
We,12/22/2021,46,43.79,40.21,38.93
Tu,12/21/2021,52.31,43.61,40.11,38.89
Mo,12/20/2021,60.24,43.33,39.91,38.82
,,,,,
Fr,12/17/2021,48.31,42.89,39.64,38.7
Th,12/16/2021,49.97,42.85,39.51,38.66
We,12/15/2021,56.53,42.67,39.36,38.59
Tu,12/14/2021,54.76,42.28,39.15,38.49
Mo,12/13/2021,45.88,41.93,38.94,38.42
,,,,,
Fr,12/10/2021,46.23,41.76,38.85,38.39
Th,12/9/2021,47.43,41.61,38.82,38.38
We,12/8/2021,45.22,41.37,38.86,38.35
Tu,12/7/2021,48.15,41.18,38.88,38.33
Mo,12/6/2021,56.21,40.92,38.77,38.29
,,,,,
Fr,12/3/2021,64.55,40.48,38.58,38.2
Th,12/2/2021,57.27,39.83,38.32,38.07
We,12/1/2021,78.18,39.34,38.1,37.98
Tu,11/30/2021,75.23,38.46,37.71,37.77
Mo,11/29/2021,63.34,37.66,37.32,37.58
,,,,,
Fr,11/26/2021,65.72,37.04,37.08,37.44
We,11/24/2021,34.79,36.39,36.84,37.28
Tu,11/23/2021,35.1,36.34,36.87,37.28
Mo,11/22/2021,36.61,36.31,36.85,37.28
,,,,,
Fr,11/19/2021,37.13,36.23,36.81,37.26
Th,11/18/2021,37.68,36.16,36.76,37.25
We,11/17/2021,33.75,36.09,36.71,37.23
Tu,11/16/2021,34.69,36.05,36.69,37.24
Mo,11/15/2021,36.42,36.01,36.65,37.25
,,,,,
Fr,11/12/2021,36.1,36.02,36.61,37.26
Th,11/11/2021,36.2,35.93,36.6,37.28
We,11/10/2021,37.09,35.93,36.58,37.3
Tu,11/9/2021,36.33,35.87,36.56,37.32
Mo,11/8/2021,37.71,35.85,36.53,37.34
,,,,,
Fr,11/5/2021,37.84,35.79,36.52,37.33
Th,11/4/2021,38.56,35.76,36.48,37.33
We,11/3/2021,39.44,35.7,36.41,37.32
Tu,11/2/2021,35.56,35.65,36.35,37.3
Mo,11/1/2021,36.74,35.71,36.32,37.3
,,,,,
Fr,10/29/2021,37.92,35.79,36.28,37.29
Th,10/28/2021,37.23,35.85,36.22,37.31
We,10/27/2021,37.63,35.93,36.17,37.31
Tu,10/26/2021,35.5,35.96,36.11,37.31
Mo,10/25/2021,36.07,36.03,36.07,37.3
,,,,,
Fr,10/22/2021,36.87,36.03,36.05,37.29
Th,10/21/2021,36.55,36.02,36.01,37.29
We,10/20/2021,35.16,36.06,35.98,37.29
Tu,10/19/2021,35.14,36.14,35.96,37.31
Mo,10/18/2021,35.02,36.3,35.95,37.34
,,,,,
Fr,10/15/2021,34.05,36.39,35.93,37.37
Th,10/14/2021,36.98,36.49,35.96,37.39
We,10/13/2021,36.05,36.59,35.94,37.4
Tu,10/12/2021,37.1,36.62,35.97,37.41
Mo,10/11/2021,38.51,36.61,36,37.42
,,,,,
Fr,10/8/2021,38,36.49,36,37.43
Th,10/7/2021,46.15,36.4,35.99,37.44
We,10/6/2021,41.02,36.17,35.89,37.42
Tu,10/5/2021,37.2,36.05,35.85,37.42
Mo,10/4/2021,37.27,36.02,35.86,37.42
,,,,,
Fr,10/1/2021,37.38,35.95,35.85,37.42
Th,9/30/2021,38.68,35.94,35.86,37.42
We,9/29/2021,35.26,36.02,35.85,37.43
Tu,9/28/2021,36.1,36.36,35.88,37.45
Mo,9/27/2021,34.98,36.57,35.89,37.47
,,,,,
Fr,9/24/2021,34.01,36.61,35.92,37.49
Th,9/23/2021,32.3,36.69,35.96,37.52
We,9/22/2021,32.43,36.81,36.03,37.54
Tu,9/21/2021,34.45,36.87,36.09,37.57
Mo,9/20/2021,35.23,36.95,36.11,37.59
,,,,,
Fr,9/17/2021,32.32,36.99,36.13,37.62
Th,9/16/2021,33.16,37.12,36.19,37.69
We,9/15/2021,32.38,37.3,36.27,37.76
Tu,9/14/2021,33.63,37.4,36.33,37.83
Mo,9/13/2021,32.74,37.38,36.39,37.9
,,,,,
Fr,9/10/2021,33.54,37.38,36.49,37.95
Th,9/9/2021,33.87,37.36,36.51,38
We,9/8/2021,31.91,37.33,36.52,38.04
Tu,9/7/2021,32.91,37.32,36.53,38.1
,,,,,
Fr,9/3/2021,36.91,37.29,36.54,38.17
Th,9/2/2021,31.35,37.19,36.53,38.22
We,9/1/2021,36.13,37.26,36.57,38.28
Tu,8/31/2021,34.28,37.22,36.58,38.34
Mo,8/30/2021,35.27,37.24,36.62,38.41
,,,,,
Fr,8/27/2021,34.93,37.21,36.68,38.49
Th,8/26/2021,36.33,37.25,36.74,38.56
We,8/25/2021,35.6,37.2,36.8,38.62
Tu,8/24/2021,36.79,37.12,36.87,38.71
Mo,8/23/2021,38.67,37.05,36.9,38.8
,,,,,
Fr,8/20/2021,40.67,36.92,36.92,38.88
Th,8/19/2021,40.98,36.77,36.97,38.95
We,8/18/2021,40.86,36.59,36.97,39.06
Tu,8/17/2021,39.5,36.41,37,39.19
Mo,8/16/2021,38.84,36.25,37.06,39.33
,,,,,
Fr,8/13/2021,35.91,36.11,37.17,39.46
Th,8/12/2021,36.5,36.07,37.46,39.58
We,8/11/2021,38.32,36,37.58,39.64
Tu,8/10/2021,39.28,35.9,37.6,39.72
Mo,8/9/2021,43.28,35.78,37.65,39.75
,,,,,
Fr,8/6/2021,39.31,35.59,37.7,39.77
Th,8/5/2021,39.09,35.48,37.68,39.81
We,8/4/2021,42.27,35.43,37.68,39.84
Tu,8/3/2021,37.55,35.29,37.65,39.84
Mo,8/2/2021,36.23,35.33,37.65,39.87
,,,,,
Fr,7/30/2021,32.85,35.39,37.67,39.91
Th,7/29/2021,33.36,35.51,37.72,39.96
We,7/28/2021,34.62,35.58,37.76,40.03
Tu,7/27/2021,35.14,35.62,37.81,40.08
Mo,7/26/2021,35.59,35.65,37.82,40.11
,,,,,
Fr,7/23/2021,34.05,35.69,37.84,40.14
Th,7/22/2021,36.44,35.75,37.89,40.2
We,7/21/2021,42.91,35.78,37.94,40.25
Tu,7/20/2021,52.26,35.68,37.94,40.28
Mo,7/19/2021,46.36,35.39,37.84,40.3
,,,,,
Fr,7/16/2021,37.15,35.22,37.78,40.31
Th,7/15/2021,38.04,35.24,37.81,40.35
We,7/14/2021,38.2,35.22,37.82,40.39
Tu,7/13/2021,35.4,35.26,37.83,40.4
Mo,7/12/2021,38.73,35.32,37.85,40.43
,,,,,
Fr,7/9/2021,37.02,35.27,37.84,40.45
Th,7/8/2021,38.8,35.26,37.84,40.49
We,7/7/2021,42.01,35.26,37.8,40.5
Tu,7/6/2021,37.59,35.24,37.73,40.5
,,,,,
Fr,7/2/2021,32.87,35.26,37.69,40.51
Th,7/1/2021,32.47,35.39,37.7,40.54
We,6/30/2021,32.74,35.59,37.71,40.58
Tu,6/29/2021,31.99,35.65,37.73,40.65
Mo,6/28/2021,31.86,35.71,37.76,40.73
,,,,,
Fr,6/25/2021,31.3,35.73,37.79,40.82
Th,6/24/2021,32.05,35.79,37.85,40.93
We,6/23/2021,34.68,35.86,37.92,41.02
Tu,6/22/2021,34.28,35.87,37.96,41.12
Mo,6/21/2021,35.01,35.93,38.02,41.17
,,,,,
Fr,6/18/2021,33.95,36.01,38.08,41.2
Th,6/17/2021,36.84,36.15,38.14,41.21
We,6/16/2021,33.83,36.23,38.14,41.18
Tu,6/15/2021,31.56,36.41,38.18,41.18
Mo,6/14/2021,33.13,36.61,38.23,41.18
,,,,,
Fr,6/11/2021,32.55,36.76,38.25,41.18
Th,6/10/2021,33.03,36.91,38.28,41.19
We,6/9/2021,31.79,37.16,38.31,41.19
Tu,6/8/2021,31.95,37.35,38.39,41.19
Mo,6/7/2021,31.7,37.6,38.45,41.2
,,,,,
Fr,6/4/2021,31.76,37.86,38.5,41.21
Th,6/3/2021,33.89,38.22,38.52,41.21
We,6/2/2021,32.77,38.84,38.54,41.2
Tu,6/1/2021,33.43,39.16,38.58,41.2
,,,,,
Fr,5/28/2021,33.54,39.3,38.6,41.21
Th,5/27/2021,33.63,39.52,38.66,41.21
We,5/26/2021,33.89,39.81,38.73,41.22
Tu,5/25/2021,36.23,39.88,38.81,41.24
Mo,5/24/2021,35.54,39.94,38.83,41.24
,,,,,
Fr,5/21/2021,39.34,40.02,38.85,41.24
Th,5/20/2021,39.43,39.98,38.84,41.24
We,5/19/2021,38.82,39.95,38.85,41.22
Tu,5/18/2021,37.01,39.92,38.85,41.23
Mo,5/17/2021,36.42,39.94,38.88,41.25
,,,,,
Fr,5/14/2021,36.46,39.99,38.94,41.29
Th,5/13/2021,37.94,39.99,38.99,41.32
We,5/12/2021,36.94,39.98,38.98,41.33
Tu,5/11/2021,37.93,40.04,38.98,41.35
Mo,5/10/2021,37.99,40.1,38.99,41.37
,,,,,
Fr,5/7/2021,37.63,40.19,39,41.39
Th,5/6/2021,37.74,40.29,39.02,41.42
We,5/5/2021,38.33,40.34,39.04,41.44
Tu,5/4/2021,37.15,40.37,39.06,41.45
Mo,5/3/2021,40.15,40.42,39.08,41.48
,,,,,
Fr,4/30/2021,38.39,40.39,39.05,41.48
Th,4/29/2021,36.37,40.38,39.05,41.52
We,4/28/2021,36.42,40.41,39.07,41.57
Tu,4/27/2021,38.44,40.42,39.11,41.66
Mo,4/26/2021,41.23,40.35,39.18,41.73
,,,,,
Fr,4/23/2021,38.7,40.21,39.25,41.77
Th,4/22/2021,39.39,40.12,39.34,41.85
We,4/21/2021,42.44,40.01,39.41,41.9
Tu,4/20/2021,35.68,39.83,39.42,41.94
Mo,4/19/2021,35.07,39.81,39.49,42.02
,,,,,
Fr,4/16/2021,32.79,39.81,39.57,42.1
Th,4/15/2021,34.2,39.86,39.68,42.19
We,4/14/2021,35.7,39.92,39.8,42.29
Tu,4/13/2021,35.2,39.98,39.9,42.4
Mo,4/12/2021,37.04,40.06,40,42.52
,,,,,
Fr,4/9/2021,39.19,40.12,40.1,42.65
Th,4/8/2021,40.7,40.14,40.19,42.77
We,4/7/2021,41.27,40.13,40.29,42.89
Tu,4/6/2021,42.41,40.05,40.37,42.98
Mo,4/5/2021,42,39.96,40.44,43.05
,,,,,
Fr,4/2/2021,40.15,39.85,40.55,43.13
Th,4/1/2021,40.15,39.75,40.7,43.24
We,3/31/2021,45.65,39.66,40.84,43.35
Tu,3/30/2021,41.46,39.45,40.93,43.45
Mo,3/29/2021,44.16,39.43,41.15,43.59
,,,,,
Fr,3/26/2021,44.93,39.31,41.37,43.72
Th,3/25/2021,49.88,39.14,41.61,43.84
We,3/24/2021,64.91,38.82,41.75,43.91
Tu,3/23/2021,48.62,38.23,41.69,43.92
Mo,3/22/2021,40.28,37.99,41.71,44.01
,,,,,
Fr,3/19/2021,44.38,37.91,41.84,44.13
Th,3/18/2021,48.44,37.8,41.86,44.24
We,3/17/2021,37.4,37.64,41.84,44.32
Tu,3/16/2021,39.1,37.74,41.94,44.46
Mo,3/15/2021,39.38,37.71,41.99,44.59
,,,,,
Fr,3/12/2021,37.51,37.69,42.03,44.74
Th,3/11/2021,37.86,37.71,42.09,44.91
We,3/10/2021,37.56,37.74,42.15,45.09
Tu,3/9/2021,37.97,37.78,42.21,45.28
Mo,3/8/2021,38.89,37.82,42.29,45.52
,,,,,
Fr,3/5/2021,36.61,37.88,42.35,45.77
Th,3/4/2021,37.27,37.98,42.4,45.95
We,3/3/2021,39.83,37.98,42.44,46.13
Tu,3/2/2021,40.96,37.92,42.5,46.32
Mo,3/1/2021,42.56,37.87,42.56,46.49
,,,,,
Fr,2/26/2021,42.49,37.81,42.62,46.68
Th,2/25/2021,40.58,37.76,42.75,46.88
We,2/24/2021,39.58,37.74,42.84,47.11
Tu,2/23/2021,39.75,37.74,42.89,47.46
Mo,2/22/2021,38.57,37.74,42.95,47.76
,,,,,
Fr,2/19/2021,37.76,37.72,42.97,48.12
Th,2/18/2021,37.9,37.72,43.01,48.51
We,2/17/2021,36.9,37.73,43.06,48.8
Tu,2/16/2021,35.13,37.81,43.13,49.11
,,,,,
Fr,2/12/2021,34.25,38.02,43.2,49.48
Th,2/11/2021,34.33,38.29,43.28,49.84
We,2/10/2021,33.77,38.55,43.33,50.64
Tu,2/9/2021,33.54,38.8,43.38,51.47
Mo,2/8/2021,34.48,39,43.46,52.23
,,,,,
Fr,2/5/2021,34.94,39.17,43.56,52.92
Th,2/4/2021,35.37,39.32,43.71,53.8
We,2/3/2021,37.11,39.49,43.85,54.81
Tu,2/2/2021,38.62,39.68,44,56.25
Mo,2/1/2021,39.16,39.83,44.11,57.19
,,,,,
Fr,1/29/2021,40.2,39.95,44.28,57.47
Th,1/28/2021,40.45,40.08,44.32,57.84
We,1/27/2021,40.21,40.24,44.33,58.24
Tu,1/26/2021,37.13,40.45,44.28,58.62
Mo,1/25/2021,38.02,40.69,44.23,59.01
,,,,,
Fr,1/22/2021,36.25,40.92,44.17,59.47
Th,1/21/2021,35.05,41.24,44.13,59.93
We,1/20/2021,35.67,41.66,44.12,60.47
Tu,1/19/2021,35.37,42.02,44.1,60.98
,,,,,
Fr,1/15/2021,40.39,42.4,44.07,61.53
Th,1/14/2021,37.95,42.87,43.99,62.03
We,1/13/2021,36.79,43.44,43.95,62.66
Tu,1/12/2021,33.85,44.08,43.91,63.27
Mo,1/11/2021,35.31,44.67,43.9,63.95
,,,,,
Fr,1/8/2021,36.65,45.16,43.86,64.65
Th,1/7/2021,36.06,45.43,43.82,65.34
We,1/6/2021,39.31,45.77,43.81,65.91
Tu,1/5/2021,40.39,45.91,43.77,66.44
Mo,1/4/2021,42.12,46.03,43.71,67.09
,,,,,
Th,12/31/2020,37.83,46.14,43.67,67.81
We,12/30/2020,38.01,46.26,43.64,68.57
Tu,12/29/2020,38.64,46.37,43.64,69.2
Mo,12/28/2020,39.67,46.48,43.63,69.84
,,,,,
Th,12/24/2020,39.41,46.56,43.6,70.31
We,12/23/2020,39.89,46.65,43.61,70.75
Tu,12/22/2020,42.06,46.77,43.63,71.15
Mo,12/21/2020,41.56,46.81,43.65,71.55
,,,,,
Fr,12/18/2020,37.15,46.82,43.66,71.87
Th,12/17/2020,36.86,46.9,43.68,72.15
We,12/16/2020,38.68,47.08,43.72,72.55
Tu,12/15/2020,39.34,47.24,43.75,72.68
Mo,12/14/2020,39.96,47.44,43.78,72.74
,,,,,
Fr,12/11/2020,39.51,47.75,43.82,72.8
