Exp Date,ImpF...,30.00%,40.00%,60.00%,80.00%,90.00%,95.00%,97.50%,100.00%,102.50%,105.00%,110.00%,120.00%,150.00%,200.00%,300.00%
,,1929.9,2573.3,3859.9,5146.5,5789.8,6111.5,6272.3,6433.1,6594,6754.8,7076.5,7719.8,9649.7,12866,19299
8/27/2025,6434.48,201.33,174.87,128.65,81.23,50.32,31.6,22.4,16.76,13.25,20.33,33.15,51.22,80.14,106.4,134.99
8/28/2025,6435.17,182.46,158.32,116.04,72.36,43.86,27.91,20.42,15.7,12.22,17.59,28.57,45.21,72.1,96.21,122.37
8/29/2025,6437.57,169.29,146.78,107.32,66.34,39.56,24.73,18.49,14.22,10.93,15.33,25.51,41.02,66.57,89.27,113.82
9/2/2025,6437.26,142.29,123.11,89.34,53.77,30.93,19.26,15.16,11.64,9.06,11.42,19.58,32.42,54.95,74.64,95.74
9/3/2025,6438.03,138.4,119.69,86.7,51.84,29.81,19.27,15.29,11.78,9.32,11.2,18.7,31.08,53.06,72.24,92.77
9/4/2025,6438.33,135.25,116.89,84.51,50.18,29.8,19.59,15.97,12.55,10.04,11.33,18.16,29.93,51.39,70.09,90.08
9/5/2025,6439.93,132.08,114.12,82.41,48.71,28.74,19.15,15.63,12.27,9.81,10.97,17.42,28.88,49.91,68.22,87.77
9/8/2025,6440.49,124.43,107.41,77.29,45.17,26.77,18.26,15.05,11.8,9.49,10.15,16,26.46,46.37,63.76,82.24
9/9/2025,6441.09,122.39,105.61,75.92,44.25,26.56,18.35,15.17,11.9,9.61,10.1,15.73,25.8,45.38,62.5,80.68
9/10/2025,6441.71,120.58,104.02,74.68,43.49,26.57,18.73,15.59,12.35,10.1,10.24,15.49,25.22,44.46,61.3,79.17
9/11/2025,6442.47,118.88,102.52,73.52,42.71,26.35,18.73,15.63,12.43,10.24,10.35,14.83,24.61,43.61,60.21,77.81
9/12/2025,6444.64,117.23,101.07,72.43,41.98,25.87,18.52,15.47,12.29,10.1,10.12,14.41,24.05,42.79,59.2,76.57
9/15/2025,6444.18,112.89,97.26,69.51,40,24.7,18.03,15.09,12.01,9.89,9.72,13.96,22.76,40.73,56.6,73.35
9/16/2025,6444.67,111.66,96.18,68.67,39.56,24.76,18.38,15.44,12.4,10.32,9.95,13.84,22.4,40.11,55.78,72.31
9/17/2025,6445.47,110.44,95.11,67.86,39.19,24.69,18.51,15.56,12.54,10.47,10.05,13.73,22.09,39.52,55.02,71.35
9/18/2025,6446.17,109.33,94.13,67.1,38.61,24.41,18.33,15.37,12.48,10.54,10.05,13.37,21.65,38.96,54.32,70.48
9/19/2025,6448.72,108.26,93.2,66.4,38.11,24.18,18.2,15.29,12.42,10.45,9.97,13.07,21.24,38.4,53.64,69.65
9/22/2025,6449.12,105.28,90.58,64.41,36.81,23.61,18.02,15.24,12.37,10.36,9.84,12.52,20.37,36.96,51.82,67.38
9/23/2025,6449.87,104.37,89.79,63.81,36.43,23.54,18.06,15.3,12.44,10.44,9.88,12.44,20.09,36.51,51.25,66.67
9/24/2025,6450.68,103.5,89.03,63.23,36.07,23.59,18.12,15.38,12.52,10.54,9.96,12.58,19.86,36.09,50.71,65.98
9/25/2025,6451.46,102.66,88.29,62.68,35.75,23.52,18.16,15.39,12.6,10.71,9.99,12.35,19.57,35.67,50.18,65.32
9/26/2025,6453.6,101.86,87.6,62.16,35.42,23.33,18.06,15.33,12.55,10.62,9.9,12.19,19.3,35.26,49.68,64.7
9/29/2025,6454.44,99.62,85.63,60.67,34.5,22.99,17.88,15.26,12.47,10.47,9.79,11.91,18.66,34.18,48.3,63
9/30/2025,6454.43,98.91,85.01,60.2,34.26,22.97,17.91,15.28,12.55,10.61,9.89,11.95,18.51,33.84,47.87,62.44
10/1/2025,6455.35,98.21,84.4,59.76,34.08,23.03,18.03,15.41,12.73,10.82,10.05,11.84,18.33,33.51,47.44,61.89
10/3/2025,6457.8,96.91,83.27,58.92,33.63,22.88,17.99,15.43,12.8,10.88,10.08,11.59,17.92,32.87,46.64,60.87
10/6/2025,6458.29,95.12,81.71,57.74,32.89,22.48,17.71,15.25,12.68,10.75,9.98,11.33,17.38,32.01,45.55,59.52
10/10/2025,6462.94,92.88,79.78,56.34,32.39,22.53,17.93,15.49,13.05,11.21,10.3,11.16,16.83,30.93,44.2,57.78
10/30/2025,6467.47,89.5,76.85,54.18,31.37,22.18,17.82,15.54,13.22,11.4,10.46,10.99,15.94,29.33,42.17,55.22
11/21/2025,6477.61,84.02,72.16,50.75,30.42,22.01,18.02,15.88,13.75,12.03,10.97,10.79,14.66,26.79,38.91,51.13
11/21/2025,6488.62,77.99,67.03,46.94,29.14,21.58,17.96,16.03,14.11,12.5,11.39,10.72,13.43,24.04,35.29,46.77
11/28/2025,6492.98,76.37,65.65,45.94,28.76,21.45,17.93,16.05,14.2,12.63,11.52,10.7,13.05,23.3,34.31,45.61
12/19/2025,6504.41,72.23,62.2,43.69,27.93,21.33,18.04,16.32,14.63,13.14,12.01,10.99,12.04,21.46,31.83,42.72
12/31/2025,6512.34,70.32,60.54,42.62,27.45,21.16,18,16.34,14.72,13.28,12.15,11.02,11.88,20.61,30.65,41.32
1/16/2026,6528.17,68.11,58.74,41.92,27.06,21.14,18.11,16.53,14.97,13.57,12.44,11.16,11.72,19.58,29.25,39.68
1/30/2026,6536.8,66.42,57.19,41.02,26.78,21.12,18.21,16.7,15.21,13.86,12.74,11.41,11.39,18.93,28.22,38.43
2/20/2026,6547.65,64.42,55.71,39.87,26.35,20.99,18.25,16.83,15.42,14.11,13,11.56,11.48,18.13,26.98,36.8
3/20/2026,6562.09,62.3,53.88,38.37,25.96,20.97,18.42,17.1,15.79,14.56,13.49,11.98,11.37,17.22,25.68,35.04
3/31/2026,6567.26,61.19,52.9,37.96,,20.91,18.41,17.13,15.86,14.66,13.61,12.09,11.37,16.85,25.09,34.36
4/17/2026,6579.16,59.95,51.8,37.23,25.56,20.88,18.46,17.23,16.01,14.84,13.8,12.26,11.38,16.35,24.37,33.44
5/15/2026,6595.11,58.06,50.14,36.17,25.26,20.85,18.57,17.41,16.25,15.13,14.12,12.56,11.46,15.6,23.28,32.1
6/18/2026,6612.39,56.17,48.48,34.95,24.83,20.73,18.62,17.53,16.44,15.39,14.42,12.86,11.53,14.84,22.17,30.71
6/30/2026,6617.03,55.13,47.58,34.75,24.74,20.73,18.65,17.59,16.52,15.49,14.52,12.96,11.61,14.38,21.61,30.19
7/17/2026,6628.44,54.4,46.98,34.26,24.59,20.72,18.7,17.67,16.63,15.61,14.66,13.08,11.66,14.27,21.26,29.61
8/21/2026,6645.54,53.02,45.81,33.37,24.36,20.69,18.81,17.83,16.85,15.88,14.97,13.42,11.82,13.89,20.39,28.51
9/18/2026,6657.67,52.06,44.92,32.74,24.17,20.65,18.84,17.91,16.97,16.05,15.18,13.68,11.98,13.64,19.72,27.7
12/18/2026,6700.93,48.78,42.16,31.19,23.7,20.55,18.95,18.13,17.31,16.51,15.73,14.32,12.46,12.95,18.25,25.59
6/17/2027,6793.99,44.44,38.54,29.28,23.07,20.42,19.09,18.43,17.76,17.09,16.43,15.2,13.28,12.28,16.03,22.52
12/17/2027,6887.52,41.24,36.08,28.08,22.73,20.39,19.24,18.66,18.09,17.52,16.95,15.85,13.97,12.06,14.69,20.39
12/15/2028,7101.93,37.29,33.29,26.77,22.45,20.67,19.77,19.32,18.86,18.41,17.95,17.06,15.44,12.62,13.6,18.09
12/21/2029,7355.5,34.63,31.41,26,22.51,21.11,20.4,20.03,19.66,19.28,18.89,18.1,16.63,13.77,13.01,17.38
12/20/2030,7635.71,33.17,30.45,25.78,22.8,21.62,21.02,20.71,20.39,20.06,19.72,19.01,17.59,14.77,13.13,16.47
12/31/2030,7644.73,33.16,30.46,25.8,22.83,21.65,21.05,20.74,20.42,20.09,19.75,19.05,17.64,14.81,13.15,16.41
12/31/2031,7955.41,33.39,31,26.89,23.78,22.77,22.21,21.92,21.62,21.31,20.99,20.37,19.17,16.41,14.6,14.35
12/31/2032,8294.79,32.87,30.14,26.77,24.58,23.49,22.94,22.67,22.39,22.11,21.84,21.29,20.23,17.6,15.59,15.65
12/30/2033,8659.43,33.17,30.71,27.2,24.86,23.85,23.35,23.1,22.85,22.6,22.36,21.86,20.9,18.39,16.27,16.24
12/29/2034,9052.37,32.97,30.67,27.09,24.58,23.54,23.05,22.81,22.58,22.34,22.11,21.65,20.75,18.36,16.19,16.1
,,,,,,,,,,,,,,,,
